食品分類,樣品名稱,俗名,粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),糖質總量(g),鈉(mg),反式脂肪(mg),酒精含量(g)
調味料及香辛料類,岩鹽,,0.0,0.1,0.0,0.4,0.0,34468.0,,
調味料及香辛料類,低鈉鹽,,0.0,0.0,,2.8,,18341.0,,
調味料及香辛料類,味精,,44.5,,,18.1,,11656.0,,
調味料及香辛料類,高鮮味精,,45.0,,,22.3,,11879.0,,
調味料及香辛料類,鮮雞精,,10.8,10.1,3.6,33.3,,17522.0,,
調味料及香辛料類,鰹魚粉,,21.9,1.0,0.6,35.8,15.0,15888.0,12.0,
調味料及香辛料類,高湯塊(排骨),,12.5,23.9,15.4,24.5,4.7,14158.0,,
調味料及香辛料類,高湯塊(雞肉),,14.7,24.8,13.5,14.5,,16862.0,,
調味料及香辛料類,高湯(豬大骨),,4.2,0.7,0.1,6.6,,4472.0,,
調味料及香辛料類,低脂高湯,,0.3,0.0,,0.3,,406.0,,
調味料及香辛料類,素食高湯,,0.3,0.0,,4.0,,1286.0,,
調味料及香辛料類,米醋,,,,,2.4,,8.0,,
調味料及香辛料類,糯米醋,,0.1,0.0,,4.1,,81.0,,
調味料及香辛料類,高梁醋,,,,,6.8,,3.0,,
調味料及香辛料類,薏仁醋,,,,,3.3,,183.0,,
調味料及香辛料類,紅醋,紅酢,0.3,0.0,0.0,0.8,0.3,7.0,,
調味料及香辛料類,香醋,,,,,0.7,,103.0,,
調味料及香辛料類,烏醋,,0.5,0.0,,8.7,,1571.0,,
調味料及香辛料類,素食烏醋,,,,,10.4,,2131.0,,
調味料及香辛料類,壽司醋,,,,,45.2,,2159.0,,
調味料及香辛料類,醬油,,7.8,,,14.7,,4997.0,,
調味料及香辛料類,薏仁醬油,,9.3,,,11.5,,4774.0,,
調味料及香辛料類,黑豆醬油,"黑豆蔭油,蔭油",7.5,0.2,0.0,20.6,11.6,4077.0,,
調味料及香辛料類,淡色醬油,,7.1,0.4,0.1,11.5,5.3,5278.0,,
調味料及香辛料類,薄鹽醬油(低鈉),低鹽醬油,7.4,,,11.9,,3508.0,,
調味料及香辛料類,薄鹽醬油(低鈉高鉀),,6.5,,,7.6,,3260.0,,
調味料及香辛料類,醬油膏,,6.8,,,19.0,,4050.0,,
調味料及香辛料類,黑豆油膏,蔭油膏,7.8,0.1,0.0,28.6,23.1,3010.0,,
調味料及香辛料類,薄鹽黑豆醬油膏,,7.6,0.1,,23.3,,2964.0,,
調味料及香辛料類,味醂,"米醂,米霖",0.5,0.0,0.0,54.5,50.5,108.0,,
調味料及香辛料類,鮮味露,,20.1,0.1,,0.0,,7803.0,,
調味料及香辛料類,蠔油,,6.5,0.1,,32.2,,5847.0,,
調味料及香辛料類,魚露,,10.2,0.2,0.1,5.3,5.0,8908.0,0.0,
調味料及香辛料類,紅辣椒油,,0.0,99.8,16.1,0.1,0.0,0.0,,
調味料及香辛料類,香油,,,99.9,15.4,0.0,,,,
調味料及香辛料類,蝦油,,7.4,0.1,0.0,6.4,2.5,8411.0,,
調味料及香辛料類,干貝醬,XO醬,16.7,51.0,9.0,8.0,2.2,1109.0,,
調味料及香辛料類,牛肉醬,,17.0,38.9,7.1,22.2,11.7,989.0,,
調味料及香辛料類,肉燥,,9.5,38.1,14.2,4.2,,941.0,,
調味料及香辛料類,素肉燥,,12.4,42.6,7.2,12.5,,1056.0,,
調味料及香辛料類,義式乳酪醬,,8.8,17.0,12.3,6.9,2.8,403.0,,
調味料及香辛料類,炸醬,,14.6,34.7,6.0,6.7,0.0,3545.0,,
調味料及香辛料類,素食炸醬,,13.9,35.3,5.4,4.5,0.0,3474.0,,
調味料及香辛料類,海苔醬,,6.4,0.0,,49.3,,1985.0,,
調味料及香辛料類,麻醬,芝麻醬,20.8,52.8,8.6,21.3,,4.0,,
調味料及香辛料類,速食乾麵麻醬包,,13.2,64.0,20.2,11.8,5.0,1716.0,,
調味料及香辛料類,白醬,,1.2,3.2,1.1,6.8,3.9,934.0,,
調味料及香辛料類,青醬,,0.9,5.4,1.2,7.7,4.6,1211.0,,
調味料及香辛料類,蕃茄義大利麵醬,,3.2,2.5,0.4,8.9,6.6,768.0,,
調味料及香辛料類,五味醬,,1.3,0.8,0.2,31.9,27.3,1947.0,,
調味料及香辛料類,牛排醬,,2.5,0.0,0.0,30.1,,2113.0,,
調味料及香辛料類,羊肉爐醬,,7.3,7.2,1.3,8.9,5.0,2945.0,,
調味料及香辛料類,沙茶醬,,10.2,71.8,13.2,10.4,,421.0,,
調味料及香辛料類,素沙茶醬,,7.6,66.0,11.4,11.4,,1991.0,,
調味料及香辛料類,黃芥茉醬,,4.1,3.7,0.2,6.2,0.8,1154.0,,
調味料及香辛料類,山葵醬,芥茉醬,1.1,5.9,1.3,70.2,33.7,265.0,,
調味料及香辛料類,金桔醬,,0.5,0.4,0.1,19.5,15.7,1750.0,,
調味料及香辛料類,海鮮醬,,1.8,2.2,0.4,50.3,40.6,2271.0,,
調味料及香辛料類,烤肉醬,,5.2,0.8,0.1,32.1,,2604.0,,
調味料及香辛料類,排骨醬,,2.3,4.4,0.8,43.1,,4196.0,,
調味料及香辛料類,甜辣醬,,1.0,0.0,,28.1,,1968.0,,
調味料及香辛料類,甜麵醬,,4.5,2.4,0.8,44.0,,1870.0,,
調味料及香辛料類,朝鮮醬,,1.6,2.3,0.4,19.7,,1502.0,,
調味料及香辛料類,黑胡椒醬,,2.5,0.5,0.2,25.5,8.9,1762.0,0.0,
調味料及香辛料類,日式照燒醬,,3.0,0.5,0.1,52.6,39.2,1840.0,,
調味料及香辛料類,蒜蓉醬,,4.2,20.0,3.1,21.2,,817.0,,
調味料及香辛料類,辣蒜蓉醬,,2.3,4.2,0.8,7.8,,5043.0,,
調味料及香辛料類,辣椒醬,,2.6,2.9,0.5,11.5,,4948.0,,
調味料及香辛料類,蔥醬,,2.2,6.8,1.3,19.5,13.8,1122.0,,
調味料及香辛料類,糖醋醬,,1.9,2.6,0.4,25.1,,1858.0,,
調味料及香辛料類,蕃茄醬,,1.6,0.1,,26.7,,1116.0,,
調味料及香辛料類,薑蓉醬,,1.0,2.6,0.4,9.4,,646.0,,
調味料及香辛料類,蘑菇醬,,1.5,2.4,1.0,7.7,,355.0,,
調味料及香辛料類,米豆醬,,7.4,3.0,0.6,17.9,,4354.0,,
調味料及香辛料類,蒜味豆豉醬,,9.5,17.0,2.8,19.7,,3150.0,,
調味料及香辛料類,豆酥醬,,12.2,64.5,10.9,10.4,6.3,1207.0,,
調味料及香辛料類,豆瓣醬,,14.2,8.1,1.3,12.2,,5042.0,,
調味料及香辛料類,辣豆瓣醬,,4.5,3.3,0.5,13.1,,4380.0,,
調味料及香辛料類,紅麴醬,,4.6,0.5,0.2,35.0,16.8,2687.0,,
調味料及香辛料類,韭花醬,,2.1,0.3,0.1,4.5,,5063.0,,
調味料及香辛料類,香椿醬,,8.1,51.7,8.9,2.3,3.2,962.0,,
調味料及香辛料類,麻婆醬,,2.9,9.5,1.4,23.1,,1753.0,,
調味料及香辛料類,蝦醬,,19.6,1.7,1.1,1.3,,10132.0,,
調味料及香辛料類,沙拉醬,,1.9,65.7,9.9,11.4,,980.0,,
調味料及香辛料類,沙拉醬(2021年取樣),蛋黃醬,1.9,61.7,8.7,16.8,7.4,687.0,701.0,
調味料及香辛料類,無蛋沙拉醬,,1.8,44.0,6.9,19.0,,549.0,,
調味料及香辛料類,無蛋沙拉醬(2021年取樣),,0.3,59.8,9.7,22.9,19.9,350.0,436.0,
調味料及香辛料類,千島沙拉醬,,1.0,49.3,7.9,16.7,17.7,631.0,,
調味料及香辛料類,和風沙拉醬,,2.1,1.7,0.3,26.3,25.4,2853.0,0.0,
調味料及香辛料類,凱撒沙拉醬,,1.4,29.1,4.8,17.3,12.0,1275.0,,
調味料及香辛料類,味噌,,10.6,4.5,1.0,33.1,18.0,4153.0,,
調味料及香辛料類,法式奶酥醬,,6.7,46.5,20.0,37.6,34.8,177.0,,
調味料及香辛料類,巧克力醬(液體),,2.0,0.8,0.5,65.4,51.7,68.0,,
調味料及香辛料類,草莓果醬,,0.4,1.2,0.8,65.0,,22.0,,
調味料及香辛料類,葡萄果醬,,0.0,1.9,,60.9,,52.0,,
調味料及香辛料類,柚子果醬,,0.6,0.8,0.2,64.5,55.0,81.0,0.0,
調味料及香辛料類,桑葚果醬,,0.9,0.4,0.2,54.9,50.6,1.0,,
調味料及香辛料類,白芝麻麵包醬,,20.0,60.4,12.1,15.3,3.2,30.0,,
調味料及香辛料類,黑芝麻麵包醬,,10.6,57.4,13.3,27.0,18.6,107.0,,
調味料及香辛料類,花生醬,,24.0,54.3,10.4,17.9,,306.0,,
調味料及香辛料類,洋蔥麵包醬,,1.0,26.1,1.8,9.5,,535.0,,
調味料及香辛料類,法式香蒜醬,,1.1,85.7,40.5,3.8,0.0,477.0,,
調味料及香辛料類,無糖黑芝麻醬,,20.7,56.0,8.4,17.7,0.5,2.0,63.0,
調味料及香辛料類,液體奶精,奶精,3.9,26.3,24.1,2.5,,217.0,,
調味料及香辛料類,液體奶精(2021年),奶精,2.2,24.0,15.5,4.2,2.4,122.0,96.0,
調味料及香辛料類,奶精粉,"奶精,植物性奶精",2.2,33.0,32.3,59.5,,158.0,,
調味料及香辛料類,奶精粉(2021年),奶精,2.1,34.6,31.3,57.6,8.8,243.0,188.0,
調味料及香辛料類,奶精粉(低脂),"奶精,植物性奶精",2.1,15.7,9.4,75.2,,99.0,,
調味料及香辛料類,炸排粉,,11.9,1.8,0.8,70.0,,2927.0,,
調味料及香辛料類,炸雞粉,,8.3,1.7,0.6,71.0,,3790.0,,
調味料及香辛料類,蒸肉粉(五香),,10.3,1.1,0.3,74.8,,1211.0,,
調味料及香辛料類,熱狗粉,,8.4,0.9,0.2,78.4,,315.0,,
調味料及香辛料類,麵包粉,,14.4,1.5,0.3,74.6,3.2,256.0,,
調味料及香辛料類,酵母粉,,46.3,0.0,,40.4,,140.0,,
糕餅點心類,冷藏寧波年糕,,3.9,0.6,0.2,49.7,0.1,62.0,,
糕餅點心類,冷藏甜年糕,,2.3,0.4,,57.2,,15.0,,
糕餅點心類,冷藏廣式芋頭粿,,2.1,1.6,0.5,21.5,0.7,242.0,14.0,
糕餅點心類,冷藏廣式蘿蔔糕,菜頭粿,2.2,2.3,0.8,20.4,0.0,251.0,,
糕餅點心類,包餡甜麻糬(紅豆),,10.0,2.9,1.1,65.7,27.6,44.0,,
糕餅點心類,鹹麻糬,,8.7,4.5,2.2,43.2,,272.0,,
糕餅點心類,芋仔餅,,4.6,12.1,5.1,56.6,,8.0,,
糕餅點心類,月餅(棗泥),,6.0,18.2,5.2,57.9,,120.0,,
糕餅點心類,綠豆凸,綠豆椪,6.9,15.9,6.8,55.8,21.1,14.0,103.0,
糕餅點心類,蕃薯餅,,3.9,10.6,3.6,54.9,,24.0,,
糕餅點心類,車輪餅(紅豆),,2.1,1.1,0.3,42.3,12.7,108.0,,
糕餅點心類,車輪餅(菜脯),,1.4,5.7,1.4,31.6,7.1,467.0,,
糕餅點心類,太陽餅,,5.3,20.5,8.4,63.6,19.0,3.0,102.0,
糕餅點心類,牛舌餅,,5.7,13.2,5.1,67.4,22.8,66.0,85.0,
糕餅點心類,蛋黃芋頭酥,,3.1,3.0,0.7,44.2,,34.0,,
糕餅點心類,蛋黃酥,,11.4,26.4,12.0,44.5,12.6,196.0,256.0,
糕餅點心類,鳳梨酥,,4.2,24.4,14.4,62.0,20.2,59.0,214.0,
糕餅點心類,蘿蔔酥,,7.5,20.9,8.3,52.3,18.1,72.0,219.0,
糕餅點心類,鳳眼糕,,3.8,0.8,0.3,89.0,48.7,1.0,0.0,
糕餅點心類,米?,豬油?,2.6,13.7,4.1,76.9,24.1,34.0,126.0,
糕餅點心類,可頌,,7.3,26.1,14.1,47.1,6.6,360.0,,
糕餅點心類,泡芙(巧克力),,10.3,40.4,17.6,46.2,21.6,146.0,253.0,
糕餅點心類,蛋塔,,4.1,21.7,11.5,41.1,20.1,85.0,,
糕餅點心類,蛋塔(葡式),,3.7,25.8,14.7,31.9,13.3,119.0,,
糕餅點心類,鬆餅,,3.2,2.6,1.0,55.1,20.1,228.0,,
糕餅點心類,冷凍馬拉糕,,7.1,12.9,2.6,44.0,,166.0,,
糕餅點心類,銅鑼燒,,3.4,9.9,1.9,57.2,32.0,123.0,,
糕餅點心類,冷凍馬蹄條,,4.2,1.9,0.4,40.1,,277.0,,
糕餅點心類,乳酪蛋糕,,7.0,21.3,13.3,19.1,13.7,153.0,458.0,
糕餅點心類,海綿蛋糕(圓形),,5.1,18.1,3.7,40.2,20.8,208.0,,
糕餅點心類,提拉米蘇(圓形),,4.4,25.1,16.3,21.1,10.6,105.0,,
糕餅點心類,蜂蜜蛋糕(原味),,6.5,14.5,3.1,47.4,29.0,76.0,14.0,
糕餅點心類,蜂蜜蛋糕(巧克力),,6.9,15.6,3.7,43.1,21.3,134.0,0.0,
糕餅點心類,蜂蜜蛋糕(起司),,7.4,18.1,5.7,39.9,21.3,170.0,80.0,
糕餅點心類,黑森林蛋糕,巧克力鮮奶油蛋糕,4.2,17.8,11.1,25.0,17.7,76.0,146.0,
糕餅點心類,土司,,9.5,6.3,3.1,48.6,4.5,443.0,,
糕餅點心類,土司(含全穀粉),,10.0,6.1,2.9,49.2,6.7,355.0,,
糕餅點心類,紅豆土司,,9.2,10.2,5.9,47.7,13.6,290.0,166.0,
糕餅點心類,奶酥麵包,,9.1,15.7,9.2,49.8,15.9,215.0,364.0,
糕餅點心類,肉鬆麵包,,8.1,22.9,5.8,47.6,12.7,417.0,,
糕餅點心類,蜜糖甜甜圈(波/摩堤),波(摩)堤,2.0,20.7,9.4,50.6,15.3,389.0,,
糕餅點心類,糖粒甜甜圈(油炸),,5.3,19.8,7.2,50.3,13.4,265.0,,
糕餅點心類,菠蘿麵包,,9.2,15.0,8.7,51.5,11.8,204.0,174.0,
糕餅點心類,葡萄乾奶酥麵包,,8.4,7.9,3.0,50.4,15.6,251.0,91.0,
糕餅點心類,漢堡包,,9.1,7.4,5.2,54.9,4.9,286.0,,
糕餅點心類,餐包,,7.2,14.9,7.5,50.5,12.2,206.0,,
糕餅點心類,雙胞胎麵包,,8.4,7.7,1.4,59.6,15.8,35.0,45.0,
糕餅點心類,仙草凍,,0.9,0.1,,3.7,4.0,71.0,,
糕餅點心類,仙草凍(2020取樣),,0.3,0.2,0.1,4.1,2.6,56.0,0.0,
糕餅點心類,咖啡凍,,0.1,0.2,0.1,18.1,17.7,13.0,,
糕餅點心類,果凍,,,0.2,0.0,22.3,16.6,30.0,0.0,
糕餅點心類,原味愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,,,0.4,,13.0,,
糕餅點心類,檸檬愛玉凍,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,,,13.1,,28.0,,
糕餅點心類,粉粿,,0.0,0.1,0.0,15.5,0.0,30.0,0.0,
糕餅點心類,鮮奶布丁,白布丁,3.0,5.1,3.3,13.1,17.9,54.0,,
糕餅點心類,烤布丁,,4.7,7.1,4.2,13.8,13.3,63.0,104.0,
糕餅點心類,黃布丁,雞蛋布丁,2.3,3.5,2.4,17.3,17.0,66.0,42.0,
糕餅點心類,豆花(花生),,2.0,0.9,0.2,10.9,12.8,8.0,0.0,
糕餅點心類,傳統豆花(未加糖),,3.2,1.9,0.3,2.1,0.5,22.0,3.0,
糕餅點心類,羊羹,,3.0,0.7,0.2,67.6,46.5,38.0,0.0,
糕餅點心類,巧克力冰淇淋,,4.2,10.6,9.6,19.9,16.8,80.0,10.0,
糕餅點心類,香草冰淇淋,,2.5,9.1,7.9,22.6,16.1,102.0,78.0,
糕餅點心類,紅豆牛奶冰棒,,3.5,4.9,4.0,24.3,15.7,25.0,31.0,
糕餅點心類,花生仁湯,,2.8,5.1,1.0,12.7,8.9,51.0,3.0,
糕餅點心類,方塊酥,"恩典酥,方塊酥",7.1,24.1,10.5,66.1,14.0,4.0,128.0,
糕餅點心類,夾心餅乾(草莓),,4.8,27.4,15.9,62.8,25.1,303.0,36.0,
糕餅點心類,捲心酥,,6.1,19.9,10.6,71.7,39.4,73.0,124.0,
糕餅點心類,蛋捲(芝麻),,6.8,33.3,16.5,55.5,29.0,225.0,221.0,
糕餅點心類,煎餅,,6.3,11.7,6.6,78.3,34.5,162.0,,
糕餅點心類,營養口糧,,6.8,8.7,5.0,79.7,18.3,333.0,,
糕餅點心類,蘇打餅乾(蔬菜),,7.8,24.7,10.7,64.5,1.4,388.0,,
糕餅點心類,玉米餅乾(原味),,7.6,24.3,3.1,63.8,0.9,314.0,47.0,
糕餅點心類,洋芋片,,5.2,34.3,12.8,55.8,1.9,383.0,63.0,
糕餅點心類,魚酥,,8.3,36.6,11.6,50.3,6.5,695.0,267.0,
糕餅點心類,零食泡麵,,11.3,21.5,10.1,61.3,2.6,1872.0,156.0,
糕餅點心類,雪餅,,5.8,19.4,6.9,72.3,19.4,385.0,,
糕餅點心類,沙其馬,,5.6,24.8,11.6,60.2,22.8,128.0,,
糕餅點心類,牛奶巧克力,,9.4,32.6,21.5,54.0,51.9,101.0,108.0,
糕餅點心類,花生牛奶巧克力,,13.0,23.2,9.9,56.9,24.7,50.0,103.0,
糕餅點心類,榛果牛奶巧克力,,9.0,40.4,15.1,47.5,34.8,45.0,64.0,
糕餅點心類,糖衣牛奶巧克力,,4.8,18.6,12.0,73.6,63.3,61.0,14.0,
糕餅點心類,白巧克力風味糖,,8.6,34.7,23.5,53.8,49.5,109.0,81.0,
糕餅點心類,黑巧克力(85%),,10.9,46.1,29.8,38.7,10.7,5.0,,
糕餅點心類,白芝麻糖,,8.4,26.2,4.0,62.9,,4.0,,
糕餅點心類,黑芝麻糖,,8.5,30.4,4.9,57.0,17.8,50.0,0.0,
糕餅點心類,花生糖,,17.9,35.3,8.3,43.3,19.5,183.0,28.0,
糕餅點心類,花生貢糖,,13.5,26.3,5.4,55.0,18.2,118.0,8.0,
糕餅點心類,牛軋糖,,9.7,21.7,6.1,60.8,22.8,316.0,229.0,
糕餅點心類,核棗糕,,2.5,14.6,2.5,71.1,,47.0,,
糕餅點心類,水果軟糖,,1.3,8.4,6.8,82.6,58.1,4.0,32.0,
糕餅點心類,水果QQ軟糖,,6.8,0.2,0.2,78.3,52.4,28.0,0.0,
糕餅點心類,牛奶軟糖,,2.9,11.1,8.6,78.0,14.0,101.0,144.0,
糕餅點心類,巧克力牛奶軟糖,,3.4,11.3,8.0,76.7,,119.0,,
糕餅點心類,太妃糖,,2.7,13.9,10.5,75.6,,211.0,,
糕餅點心類,蓮藕糖,,0.2,0.4,0.1,97.8,,43.0,,
糕餅點心類,枇杷糖,,0.2,0.1,,98.0,,14.0,,
糕餅點心類,苦茶糖,,0.1,0.2,0.2,98.5,,7.0,,
糕餅點心類,薑糖,,0.3,2.5,1.1,84.0,,93.0,,
糕餅點心類,巧克力夾心糖,,0.7,2.8,2.6,93.7,,21.0,,
糕餅點心類,維生素C口含錠(檸檬),,0.2,0.6,,98.3,,9.0,,
糕餅點心類,酵母菌咀嚼錠,,23.6,5.6,1.6,61.4,,186.0,,
糕餅點心類,乳酸球,,3.8,21.7,20.9,66.1,,35.0,,
糕餅點心類,羊乳片,,23.4,10.0,6.7,56.6,47.5,319.0,189.0,
糕餅點心類,紅豆球,,7.1,1.0,,78.4,,13.0,,
糕餅點心類,綠豆球,,6.2,1.1,,77.9,,16.0,,
糕餅點心類,棉花糖,,3.2,0.3,0.2,78.9,61.7,16.0,0.0,
糕餅點心類,甘薯蜜餞,,0.9,0.6,,84.3,,163.0,,
糕餅點心類,芒果青,,0.6,0.4,0.2,54.2,22.3,149.0,0.0,
糕餅點心類,芭樂果乾,,1.1,0.2,0.1,85.2,59.0,368.0,0.0,
糕餅點心類,鳳梨果乾,,2.0,0.3,0.1,84.6,46.3,182.0,0.0,
糕餅點心類,檸檬果乾,,0.8,0.2,0.1,84.6,57.4,292.0,0.0,
糕餅點心類,豆干丁(五香),,35.4,18.1,3.4,19.6,5.6,988.0,,
糕餅點心類,豆干片(沙茶),,16.2,28.2,4.7,36.4,25.5,686.0,,
糕餅點心類,布丁粉,,2.7,7.1,5.0,86.1,77.7,231.0,12.0,
糕餅點心類,冰淇淋粉(香草),,15.9,11.7,11.3,65.3,,583.0,,
糕餅點心類,起酥片,,6.7,26.9,16.5,33.8,2.7,205.0,,
加工調理食品及其他類,廣東粥,,4.9,2.8,0.8,9.1,0.0,271.0,7.0,
加工調理食品及其他類,冷凍火腿炒飯,,5.0,5.6,1.1,29.7,,220.0,,
加工調理食品及其他類,冷凍蝦仁炒飯,,4.7,3.4,0.5,24.6,1.3,222.0,13.0,
加工調理食品及其他類,三角飯糰(肉鬆),,5.8,5.5,0.8,36.6,1.9,224.0,39.0,
加工調理食品及其他類,糯米飯糰,,5.9,17.6,3.9,38.3,,393.0,,
加工調理食品及其他類,壽司(豆皮壽司),稻禾壽司,6.3,4.7,0.7,31.7,8.4,276.0,27.0,
加工調理食品及其他類,肉粽,,8.2,8.8,3.3,30.7,,343.0,,
加工調理食品及其他類,鹼粽,,2.1,1.7,0.2,26.8,0.0,214.0,13.0,
加工調理食品及其他類,冷凍筒仔米糕,,6.5,5.8,2.2,33.6,,331.0,,
加工調理食品及其他類,筒仔米糕,,6.6,8.6,3.1,35.5,,299.0,,
加工調理食品及其他類,豬血糕,米血糕,8.6,0.9,0.3,37.8,0.0,414.0,,
加工調理食品及其他類,鴨血糕,米血糕,6.7,1.1,0.5,39.1,0.5,1739.0,,
加工調理食品及其他類,肉圓,肉丸,3.1,1.6,0.6,27.3,2.0,217.0,9.0,
加工調理食品及其他類,清蒸蝦仁肉圓,肉丸,4.6,7.4,2.9,16.7,,429.0,,
加工調理食品及其他類,甜酒釀,,5.0,0.4,0.1,34.8,33.2,2.0,,
加工調理食品及其他類,紫米酒釀,,4.2,0.4,0.1,33.6,28.6,1.0,,
加工調理食品及其他類,冷凍芝麻湯圓,,4.8,16.3,6.6,46.7,9.7,3.0,69.0,
加工調理食品及其他類,冷凍花生湯圓,,5.2,15.6,7.3,47.1,9.8,6.0,66.0,
加工調理食品及其他類,冷凍豬肉湯圓,,6.5,12.1,5.1,36.6,1.8,210.0,45.0,
加工調理食品及其他類,免煮飯,,3.2,0.3,0.1,37.1,,16.0,,
加工調理食品及其他類,埔里米粉,,0.5,0.5,,87.7,,3.0,,
加工調理食品及其他類,細米粉,,0.4,0.6,,87.2,,197.0,,
加工調理食品及其他類,濁水米粉,,5.3,1.3,,81.1,,209.0,,
加工調理食品及其他類,米粄條,美濃粄條,1.1,0.9,0.2,29.2,0.2,82.0,,
加工調理食品及其他類,米苔目,,0.6,0.1,0.0,29.6,,10.0,,
加工調理食品及其他類,粿仔條,,0.5,1.2,0.2,45.0,,15.0,,
加工調理食品及其他類,米漿(散裝),,0.6,0.5,0.1,13.7,,2.0,,
加工調理食品及其他類,保久米漿,,1.0,1.5,0.3,11.3,10.0,21.0,,
加工調理食品及其他類,糙米漿,,1.3,2.2,0.5,11.6,9.0,20.0,,
穀物類,糙秈米漿,,0.9,2.1,0.5,11.4,9.3,28.0,,
加工調理食品及其他類,糯米漿,,0.8,0.8,0.2,10.2,,27.0,,
加工調理食品及其他類,黑糯米漿,,0.4,0.2,0.1,11.6,,14.0,,
加工調理食品及其他類,米漿粉,,9.1,12.3,2.5,74.3,,3.0,,
加工調理食品及其他類,燕麥奶,,1.0,0.8,0.2,8.1,3.8,14.0,,
加工調理食品及其他類,玉米粒罐頭,,2.3,1.4,0.3,16.9,4.6,208.0,,
加工調理食品及其他類,玉米醬罐頭,,1.4,0.4,0.1,14.0,5.0,276.0,,
加工調理食品及其他類,麵筋(未調味),,42.5,53.0,8.4,0.0,,7.0,,
加工調理食品及其他類,麵腸(未調味),,20.6,1.9,0.4,9.7,,47.0,,
加工調理食品及其他類,水餃皮,,7.8,0.5,0.0,57.0,,629.0,,
加工調理食品及其他類,春捲皮,,8.3,0.7,0.0,50.4,,545.0,,
加工調理食品及其他類,餛飩皮,,8.3,0.5,0.0,58.2,,501.0,,
加工調理食品及其他類,長麵線,壽麵線,10.7,1.1,0.3,64.3,3.7,2874.0,,
加工調理食品及其他類,紅麵線,,11.3,1.4,0.3,62.3,,2813.0,,
加工調理食品及其他類,麵線,,11.7,1.5,0.4,72.4,2.2,752.0,,
加工調理食品及其他類,雞絲麵,,9.4,22.8,7.2,55.0,,2450.0,,
加工調理食品及其他類,乾麵條,,11.6,1.5,0.4,72.5,2.4,362.0,,
加工調理食品及其他類,油麵條,油麵,11.4,1.2,0.4,76.3,1.6,712.0,,
加工調理食品及其他類,紅蘿蔔麵,,12.1,1.0,0.2,73.8,,368.0,,
加工調理食品及其他類,通心麵,,13.8,1.4,0.3,72.6,,25.0,,
加工調理食品及其他類,菠菜麵,,11.8,1.2,0.3,74.4,,310.0,,
加工調理食品及其他類,鍋燒意麵,,10.0,22.8,4.1,58.5,,990.0,,
加工調理食品及其他類,雞蛋麵,,12.5,0.9,0.2,74.8,,467.0,,
加工調理食品及其他類,刀削麵,,8.4,0.9,0.4,56.2,,226.0,,
加工調理食品及其他類,拉麵,,9.1,0.8,,62.1,,429.0,,
加工調理食品及其他類,意麵,,10.1,1.0,,60.1,,572.0,,
加工調理食品及其他類,衛生油麵,,5.5,1.8,0.3,31.2,,67.0,,
加工調理食品及其他類,金門黃麵,,6.4,0.5,0.1,31.9,0.0,326.0,,
加工調理食品及其他類,冷凍烏龍麵,,3.4,0.3,0.1,28.2,0.4,192.0,0.0,
加工調理食品及其他類,鍋燒麵,,4.5,0.4,0.1,24.6,,42.0,,
加工調理食品及其他類,蕎麥麵(乾),,12.7,1.7,0.5,70.6,1.7,733.0,,
加工調理食品及其他類,蕎麥麵(濕),,6.3,1.5,0.3,28.6,0.2,136.0,,
加工調理食品及其他類,炒板條,,4.2,4.2,1.1,23.7,,307.0,,
加工調理食品及其他類,泡麵(牛肉口味),,9.6,24.5,12.4,53.6,1.6,2077.0,189.0,
加工調理食品及其他類,泡麵(鮮蝦口味),,9.6,23.8,11.3,55.5,2.7,1889.0,133.0,
加工調理食品及其他類,擔仔麵,,4.4,6.5,2.3,11.9,,312.0,,
加工調理食品及其他類,冷凍牛肉水餃,,8.9,9.7,3.3,23.1,2.6,383.0,68.0,
加工調理食品及其他類,冷凍豬肉水餃,,8.1,9.7,3.4,22.1,,447.0,,
加工調理食品及其他類,冷凍豬肉韭菜水餃,,8.4,11.5,4.2,23.0,1.8,439.0,32.0,
加工調理食品及其他類,冷凍豬肉蟹黃水餃,,7.8,9.8,3.0,26.0,,472.0,,
加工調理食品及其他類,冷凍香菇雞肉水餃,,9.5,10.2,3.5,22.7,,350.0,,
加工調理食品及其他類,冷凍素食水餃,,8.7,4.1,1.1,25.8,3.2,369.0,38.0,
加工調理食品及其他類,冷凍鮪魚水餃,,9.0,8.5,3.3,20.8,,275.0,,
加工調理食品及其他類,冷凍豬肉熟水餃,,7.2,10.1,3.5,28.9,1.0,333.0,27.0,
加工調理食品及其他類,冷凍素食熟水餃,,7.2,5.4,0.9,32.9,2.8,491.0,47.0,
加工調理食品及其他類,冷凍冬菜蝦仁餛飩,雲吞,9.1,6.3,2.1,24.5,1.6,316.0,40.0,
加工調理食品及其他類,冷凍豬肉餛飩,雲吞,11.1,12.6,4.5,20.5,1.9,428.0,55.0,
加工調理食品及其他類,冷凍菜肉餛飩,雲吞,9.1,16.3,5.7,13.3,0.9,693.0,68.0,
加工調理食品及其他類,溫州餛飩,大餛飩,6.5,7.9,2.8,11.9,0.8,381.0,44.0,
