食品分類,樣品名稱,俗名,粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),糖質總量(g),鈉(mg),反式脂肪(mg),酒精含量(g)
蔬菜類,荷蘭豆菜心,,3.9,0.6,,3.9,,9.0,,
蔬菜類,厥子,,2.3,0.2,,3.9,,3.0,,
蔬菜類,義大利茼蒿,,1.6,0.4,0.1,1.9,0.4,1.0,,
蔬菜類,龍延草,,3.9,2.3,,12.7,,22.0,,
蔬菜類,麵包果,"釋迦果,馬檳榔",1.0,1.8,0.6,11.2,4.6,2.0,0.0,
蔬菜類,冰花,"冰菜,水晶冰花,冰葉日中花",0.8,0.1,0.1,1.0,0.0,445.0,0.0,
藻類,紅毛苔,"海發菜,海髮菜,頭髮菜,紅毛菜",39.9,1.9,1.1,36.9,0.0,209.0,,
藻類,紫菜,海苔,28.1,0.9,0.5,47.9,0.0,968.0,,
藻類,熟紫菜,海苔,18.1,0.4,0.3,62.4,,517.0,,
藻類,髮菜,"頭髮菜,紅毛菜,發菜",10.3,0.5,0.3,69.5,0.0,107.0,,
藻類,麒麟菜,"麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草",1.0,0.0,0.0,9.9,0.0,16.0,,
藻類,乾麒麟菜,"乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草",1.2,0.5,0.2,46.7,0.0,14908.0,,
藻類,礁膜,海菜(澎湖人稱),0.3,0.1,,3.7,0.0,77.0,,
藻類,乾海茸芯,"海海洋竹笙,乾素蹄筋",8.4,0.2,,59.1,,4196.0,,
藻類,海帶平均值,"江白菜,昆布,海昆布",0.7,0.1,0.0,4.2,0.0,216.0,0.0,
藻類,海帶卷,"江白菜卷,昆布卷,海昆布卷",0.7,0.2,0.1,2.8,0.0,367.0,,
藻類,海帶茸,"江白菜茸,昆布茸,海昆布茸",1.1,0.0,,6.5,,208.0,,
藻類,海帶梗,海帶根,0.4,0.0,0.0,3.2,0.0,122.0,0.0,
藻類,海帶結,"江白菜結,昆布結,海昆布結",0.8,0.1,0.0,3.6,0.0,230.0,,
藻類,海帶絲,"江白菜絲,昆布絲,海昆布絲",0.7,0.1,,5.0,,151.0,,
藻類,乾海帶,"乾江白菜,乾昆布,乾海昆布",10.0,1.1,0.5,47.3,,3153.0,,
藻類,裙帶菜,"海帶芽,嫩海帶",5.0,0.0,0.0,11.6,0.0,9172.0,0.0,
藻類,乾裙帶菜,"乾海帶芽,乾嫩海帶",22.9,0.7,0.1,40.8,,8085.0,,
藻類,乾裙帶菜根,"乾海帶芽根,乾嫩海帶根",6.2,0.6,0.3,46.1,,10170.0,,
藻類,鳳尾藻,紫晶藻,11.7,1.3,0.9,43.9,0.0,3957.0,0.0,
藻類,葛仙米藻,"雨來菇,地木耳,地軟兒,地皮菜,草皮菇,情人的眼淚",1.3,0.0,0.0,5.2,0.0,14.0,0.0,
藻類,壽司海苔片,,46.5,3.7,1.0,32.1,0.0,387.0,,
菇類,木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",0.9,0.1,0.0,8.8,0.2,12.0,,
菇類,冷凍木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",0.9,0.1,,12.4,,35.0,,
菇類,乾木耳平均值,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",13.8,0.7,0.1,74.7,0.0,28.0,,
菇類,乾木耳(紅耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",6.1,0.2,0.0,79.8,0.0,44.0,,
菇類,乾木耳(黑耳仔),"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",21.4,1.2,,69.6,,12.0,,
菇類,乾川耳,,9.0,0.3,0.1,79.4,0.0,18.0,0.0,
菇類,銀耳,"白木耳,雪耳",1.1,0.0,0.0,7.2,0.0,5.0,0.0,
菇類,白毛木耳,"毛木耳(白化),雪珍耳",1.2,0.1,,10.6,0.3,2.0,,
菇類,乾銀耳,"白木耳,雪耳",9.3,1.2,0.3,70.8,2.1,27.0,,
菇類,草菇,"蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)",3.8,0.3,,5.9,,3.0,,
菇類,雞腿菇,"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",2.1,0.1,0.0,7.5,2.0,11.0,,
菇類,雞腿菇(乾),"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",20.1,1.4,0.2,59.8,24.5,73.0,,
菇類,松茸,"台灣松茸,松口蘑,大花菌,松蕈,剝皮菌(台灣松口蘑)",3.1,0.5,0.1,5.9,2.8,1.0,,
菇類,雪白菇(長),"美白菇,白精靈菇",2.1,0.4,0.1,6.9,2.2,1.0,,
菇類,柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",3.7,0.3,0.1,6.0,0.8,0.0,,
菇類,乾柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",23.5,1.9,,53.5,,6.0,,
菇類,香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",3.0,0.1,0.0,7.6,0.5,1.0,,
菇類,香菇(大),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",3.0,0.2,0.0,7.1,0.7,2.0,,
菇類,香菇(小),"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",2.4,0.1,0.0,4.9,0.3,1.0,,
菇類,花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",3.6,0.1,0.0,10.7,,2.0,,
菇類,乾香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",20.9,1.6,0.3,64.9,4.8,9.0,,
菇類,乾香菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",23.3,1.4,0.2,66.6,6.7,15.0,,
菇類,乾花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",17.0,1.1,0.2,67.4,3.6,4.0,,
菇類,乾白花菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",18.7,1.1,0.2,64.5,3.0,5.0,,
菇類,乾鈕釦菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",24.6,2.7,0.4,60.9,6.1,10.0,,
菇類,姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",4.0,0.4,0.2,6.9,0.9,1.0,,
菇類,乾姬松茸,"姬松菇,巴西蘑菇,柏氏蘑菇,小松菇",34.0,2.7,0.5,46.7,19.4,23.0,,
菇類,酒杯菇,"大杯傘,大杯菇,葉松茸,豬肚菇",4.6,0.3,0.1,9.0,1.6,1.0,,
菇類,秀珍菇,"平菇,小平菇,側耳平菇,蠔菇,袖珍(鮑魚)菇(側耳)",3.3,0.1,0.0,4.6,1.4,1.0,,
菇類,天喜菇,,4.5,0.5,0.1,2.5,2.3,1.0,,
菇類,白蠔菇,,2.2,0.3,0.1,6.4,1.0,1.0,,
菇類,玫瑰菇,"紅側耳,桃紅平菇,紅平菇,粉紅菇",4.5,0.1,,5.6,0.0,1.0,,
菇類,杏香菇,"香微蘑,雪茸,帝王菇,平菇王",2.7,0.1,0.0,4.6,0.7,2.0,,
菇類,杏鮑菇平均值,"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",2.7,0.2,0.1,8.3,2.9,3.0,,
菇類,杏鮑菇(大),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",2.4,0.1,0.0,7.5,3.2,3.0,,
菇類,杏鮑菇(中),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",2.5,0.2,0.1,8.2,0.6,2.0,,
菇類,杏鮑菇(小),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",3.2,0.3,0.1,9.2,4.7,3.0,,
菇類,珊瑚菇,"金頂鮑魚菇,金頂蘑,榆黃蘑,榆(黃)蘑,黃金菇,玉皇(米)菇,粗口黃,楊柳菌,黃樹窩(金頂側耳)",4.0,0.2,0.1,5.2,0.6,0.0,,
菇類,蠔菇,"平菇,日本蠔菇,糙皮側耳,黑牡丹菇,黑美人菇,人工口蘑(囊狀側耳)",2.1,0.3,,4.8,,4.0,,
菇類,鮑魚菇,"夏季鮑魚菇,高溫平菇,台灣平菇,黑美人菇,人工口蘑(囊狀側耳)",1.7,0.2,0.0,4.0,,2.0,,
菇類,金針菇,"金(冬/榎/朴)菇,金絲菇,金菇菜,秋葷,樸蕈構菌,毛柄金線菇,菌子(絨柄金錢菇)",2.6,0.3,0.1,7.2,2.9,2.0,,
菇類,華翠菇,"滿天星菇,黃色金針菇(絨柄金錢菇)",2.5,0.2,0.1,5.1,2.4,1.0,,
菇類,滑菇,"珍珠菇,滑子,滑子蘑,光蓋鱗傘,光帽黃傘(滑鱗傘)",2.6,0.2,,4.7,1.1,2.0,,
菇類,舞菇,"舞茸,灰樹花,葉多孔菌,栗子蘑,千佛菌,蓮花菌",1.4,0.1,,5.8,0.5,1.0,,
菇類,鴻喜菇,"紅喜菇,真姬菇,斑玉蕈,玉蕈,膠玉蘑,蟹味菇,海鮮菇,假松茸,松茸菇,榆菇,靈芝菇,黑真珠",2.9,0.1,0.0,5.3,1.7,2.0,,
菇類,雪白菇,"美白菇,白玉菇",2.2,0.0,0.0,6.4,0.2,1.0,0.0,
菇類,洋菇,"西洋蘑菇(蘑菇,雙孢蘑菇)",3.0,0.2,0.1,3.8,0.3,19.0,,
菇類,冷凍洋菇,"西洋蘑菇(蘑菇,雙孢蘑菇)",3.8,1.5,,4.3,,8.0,,
菇類,白茯苓,"松(雲/安/閩)苓,玉(茯)靈,茯兔(龜),松柏芋,松薯,不死麵,萬靈桂(精),更生,金翁",1.0,0.2,,79.9,,0.0,,
菇類,猴頭菇,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",2.1,0.2,0.1,5.9,0.4,2.0,0.0,
菇類,乾猴頭菇,"猴頭蘑,刺蝟菌,蝟菌,花菜菇,圓頭菇,陰陽蘑,對臉蘑",12.3,3.4,1.0,64.3,16.9,3.0,,
菇類,乾竹笙,"竹蓀,竹參(長裙竹蓀)",17.5,2.0,0.3,64.1,5.8,28.0,,
菇類,松茸白菇,,5.1,0.5,0.1,5.3,,1.0,,
菇類,金喜菇,,2.7,0.2,0.1,7.7,3.3,5.0,,
菇類,喜來菇,,3.5,0.4,0.1,6.3,,1.0,,
菇類,富珍茸,,3.0,0.4,0.1,6.8,0.3,1.0,,
豆類,白鳳豆平均值,"矮性刀豆,洋刀豆,立刀豆",23.8,2.1,0.3,58.2,,0.0,,
豆類,白鳳豆(台灣),"矮性刀豆,洋刀豆,立刀豆",27.4,2.8,0.6,56.4,,1.0,,
豆類,白鳳豆(進口),"矮性刀豆,洋刀豆,立刀豆",20.1,1.3,0.2,60.0,,0.0,,
豆類,米豆,"飯豆,蛋白豆,赤山豆,繖形豇豆,島田豇豆",21.7,2.4,0.9,62.2,2.4,19.0,,
豆類,花豆,"紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆",21.2,1.7,0.4,59.0,1.8,11.0,,
豆類,紅豆,"小豆,赤小豆,赤豆,通常小豆,小紅豆,紅小豆",20.9,0.6,0.2,61.5,0.4,1.0,,
豆類,紅雲豆(大紅豆),"紅菜豆,大紅豆",20.2,1.4,0.3,60.4,1.6,2.0,,
豆類,青仁黑豆,"烏豆,枝仔豆,黑大豆",37.0,14.2,2.3,33.7,5.7,4.0,,
豆類,黃仁黑豆,"烏豆,枝仔豆,黑大豆",20.6,2.1,0.5,40.3,2.9,1.0,,
豆類,黑豆胚芽,,16.1,7.7,1.4,15.9,2.6,2.0,0.0,
豆類,烘烤黑豆,"烏豆,枝仔豆,黑大豆",39.0,20.1,,32.4,,320.0,,
豆類,黑豆粉,"烏豆,枝仔豆,黑大豆",36.0,17.6,,39.0,,65.0,,
豆類,毛綠豆,"菉豆,綠小豆,輻莢豆",22.1,1.2,0.5,63.6,1.0,3.0,,
豆類,綠豆,"菉豆,綠小豆,輻莢豆",22.8,1.1,0.4,63.0,1.3,1.0,,
豆類,綠豆仁,"菉豆,綠小豆,輻莢豆",24.6,1.3,0.6,59.6,1.3,1.0,,
豆類,綠豆粉,"菉豆,綠小豆,輻莢豆",21.7,1.5,0.5,62.9,,8.0,,
豆類,豇豆(莢),"長豇豆,長莢豇豆,豆角,菜(筷/江/長/角)豆",2.4,0.1,0.1,6.2,2.0,2.0,,
豆類,萊豆仁(帶膜),"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",7.8,0.4,0.2,20.1,0.6,3.0,,
豆類,萊豆仁(去膜),"皇帝豆,皇格豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",7.4,1.4,0.6,24.7,1.5,2.0,0.0,
豆類,粉豆莢,"菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",1.7,0.1,0.0,5.0,,7.0,,
豆類,敏豆莢,"菜豆莢,四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",1.7,0.2,0.1,5.3,1.8,4.0,,
豆類,冷凍菜豆(莢),"四季豆,雲藕豆,隱之(元)豆,白(花)雲豆,敏(雲/芸/粉/醜)豆",3.4,0.1,0.0,10.8,,2.0,,
豆類,毛豆仁,"大豆,青大豆,青皮豆",14.6,3.3,0.9,12.5,0.4,1.0,,
豆類,毛豆莢(高雄13號),"大豆,青大豆,青皮豆",11.6,5.1,0.8,13.2,1.8,1.0,0.0,
豆類,冷凍毛豆仁,"大豆,青大豆,青皮豆",12.5,6.1,1.2,9.8,2.5,359.0,,
豆類,黃豆,"大豆,菽",35.6,15.7,2.4,33.0,4.6,12.0,14.0,
豆類,黃豆胚芽,大豆胚芽,16.6,5.4,0.9,16.4,1.9,2.0,0.0,
豆類,黃豆粉,大豆,37.4,16.7,2.5,32.2,,2.0,,
豆類,黃豆粉(有機),大豆粉(有機),42.0,21.9,3.5,25.9,5.7,2.0,41.0,
豆類,豆漿(無糖),,3.6,1.9,0.4,0.7,0.4,2.0,,
豆類,豌豆仁,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",9.2,0.4,,21.7,,3.0,,
豆類,豌豆莢,"荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",2.9,0.2,0.1,7.1,3.2,4.0,,
豆類,高山大豌豆莢,"荷蓮豆,荷仁豆,荷蘭豆,花蓮豆,飛龍豆,青豆莢,胡豆莢,畢豆莢,宛豆莢,孫豆莢,丸豆莢,留豆莢,戎菽",2.4,0.0,,9.9,,0.0,,
豆類,甜豌豆莢,"甜脆豌豆,甜荷蘭豆,甜荷仁豆",3.0,0.2,0.1,7.4,3.8,2.0,,
豆類,冷凍豌豆仁,"荷蓮豆仁,荷仁豆仁,荷蘭豆仁,花蓮豆仁,飛龍豆仁,青豆仁,胡豆仁,畢豆仁,宛豆仁,孫豆仁,丸豆仁,留",6.1,0.6,0.2,17.1,3.8,21.0,,
豆類,鵲豆莢,"肉(扁/?)豆,峨(蛾/花)眉豆,沿(延)籬豆,隱元豆,膨皮豆",2.4,0.3,,5.1,,2.0,,
豆類,紅扁豆仁,,25.3,2.1,0.5,58.3,1.7,1.0,,
豆類,鷹嘴豆,"雪蓮子,埃及豆,馬豆,桃爾豆,雞心豆,雞豆,雞屁股豆",19.4,5.8,1.1,61.0,,8.0,,
豆類,樹豆(白),"木豆,白樹豆,?豆,米豆,放屁豆,番仔豆,蒲姜豆",22.1,0.8,0.3,59.4,2.3,8.0,0.0,
豆類,翼豆,四角豆、翅豆、羊角豆、 楊桃豆、四稜豆,2.5,0.4,0.3,4.7,1.2,2.0,0.0,
豆類,天貝(黃豆),,23.6,9.0,1.7,7.4,0.1,3.0,0.0,
肉類,牛小排平均值,"肥牛肉,小肋排,牛仔骨",15.1,28.9,13.1,0.0,0.0,60.0,,
肉類,去骨牛小排,"肥牛肉,小肋排",17.1,24.0,10.8,0.0,0.0,59.0,,
肉類,帶骨牛小排,牛仔骨,13.1,33.7,15.4,0.4,,62.0,,
肉類,無骨牛小排(美牛),,15.6,29.8,14.2,0.2,0.0,53.0,152.0,
肉類,牛肋條,"腩條,條肉",18.6,16.2,6.9,1.1,,81.0,,
肉類,牛肋條(2021年取樣),,15.7,32.3,16.0,0.3,0.0,39.0,2102.0,
肉類,沙朗牛排,"里肌,大里肌,肋眼,修清肋眼肉;修清肉眼",20.4,8.3,4.3,1.5,0.0,46.0,,
肉類,板腱 ,板腱牛排;白蘭地牛排;上肩胛脊底肌,19.8,9.0,3.2,0.2,0.7,70.0,,
肉類,牛去骨肩胛小排,肥牛肉,16.9,17.9,7.6,1.2,,53.0,,
肉類,牛前胸肉,"去骨前胸肉,牛腩",14.8,29.7,15.2,0.0,,58.0,,
肉類,牛修清前胸肉,"修清牛腩,修清前胸腋肌",22.3,2.8,1.3,0.9,,45.0,,
肉類,去骨紐約克牛排,"外條,西冷,去骨前腰脊肉",21.3,12.0,5.9,0.0,0.1,49.0,615.0,
肉類,腓力牛排,"菲力牛排,牛柳,小里肌,腰內肉,去脂腰里肌肉,全修清去膜腰裡脊肉",20.6,10.7,5.3,0.1,,47.0,,
肉類,牛後腿肉,,19.4,4.3,2.2,3.7,0.0,58.0,,
肉類,牛後腿股肉,"和尚頭,牛霖",20.6,7.2,3.5,0.8,0.1,48.0,208.0,
肉類,牛後腿腱子心,"牛腱,腱子",19.8,6.0,2.6,0.0,,79.0,,
肉類,牛後腿腱子心(2022年取樣),"牛腱,腱子",23.7,5.5,2.3,4.0,0.0,63.0,107.0,
肉類,牛肉火鍋片平均值,,19.1,18.7,8.9,0.0,0.0,48.0,,
肉類,牛五花肉火鍋片,,15.7,40.3,20.9,0.0,0.0,45.0,,
肉類,牛紐約客火鍋片,,20.1,19.6,9.3,0.0,0.0,34.0,,
肉類,牛梅花肉火鍋片,,20.3,3.7,1.7,0.9,0.0,57.0,,
肉類,牛嫩肩里肌火鍋片,,20.0,11.4,5.0,1.8,0.0,56.0,,
肉類,牛肚平均值,"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃);蜂巢肚,金錢肚(牛之第二胃)",11.4,0.8,0.4,0.1,,82.0,,
肉類,牛肚(瘤胃),"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃,山鏈狀)",7.5,1.4,0.7,0.0,,113.0,,
肉類,牛肚切片(瘤胃),"百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃)",15.3,0.2,0.1,0.3,,51.0,,
肉類,牛肚(蜂巢胃),"蜂巢肚,金錢肚(牛之第二胃)",19.0,2.8,1.5,0.0,0.0,103.0,,
肉類,牛筋,蹄筋,21.7,7.2,1.8,3.3,0.0,50.0,,
肉類,山羊帶皮羊肉塊,,20.3,8.6,4.3,3.4,0.0,81.0,,
肉類,山羊前腿肉片,,21.3,3.5,1.7,0.0,,60.0,,
肉類,山羊後腿肉火鍋片,,18.9,9.9,5.2,0.1,0.0,99.0,,
肉類,綿羊肉切片,,18.8,13.0,6.6,0.0,,73.0,,
肉類,法式羊排,"羊肋排,羊小排",18.8,20.0,11.0,0.0,,68.0,,
肉類,去骨肩頸眼羊肉,,17.8,13.5,6.3,0.0,0.0,57.0,,
肉類,小羊腰脊肉,去骨腰脊肉,26.5,3.3,1.6,0.0,0.0,54.0,,
肉類,綿羊腹脅肉火鍋片,五花肉火鍋片,16.9,20.0,9.9,2.5,0.0,76.0,,
肉類,豬下肩肉,前腿肉,18.1,13.6,5.0,0.0,,54.0,,
肉類,豬下肩瘦肉,前腿瘦肉,20.1,5.0,1.9,0.0,,53.0,,
肉類,豬上肩肉,梅花肉,18.9,14.0,5.5,0.0,0.0,52.0,,
肉類,豬肩胛肉,胛心肉,16.5,24.8,9.8,0.0,0.0,53.0,,
肉類,豬肩胛排,中排,17.9,12.7,4.9,0.0,,97.0,,
肉類,豬肩胛排(2021年取樣),,17.8,18.7,7.1,0.0,0.0,64.0,39.0,
肉類,豬前腿外腱肉,"豬腱,腱子肉",20.7,6.5,2.3,0.0,0.0,71.0,,
肉類,豬後腿外腱肉,"豬腱,外腱",19.0,11.4,4.4,0.8,0.0,66.0,20.0,
肉類,豬後腿肉,,20.4,4.0,1.5,0.4,,49.0,,
肉類,豬後腿瘦肉,,21.1,3.4,1.2,0.3,0.1,41.0,26.0,
肉類,豬大里肌,"背脊肉,里肌肉",19.2,14.4,5.4,0.0,0.0,40.0,,
肉類,豬大排,"背脊,帶骨里肌",19.1,14.7,5.9,0.0,,55.0,,
肉類,豬小排,"里肌小排,肋小排,肋骨排",18.0,23.3,9.6,0.0,0.0,74.0,,
肉類,僧帽肌,離緣肉,20.4,13.5,5.6,0.0,0.0,48.0,,
肉類,豬小里肌,腰內肉,21.1,5.4,2.2,0.0,0.0,46.0,,
肉類,豬去皮腹?肉,"去皮五花肉,去皮三層肉",14.9,32.9,12.8,0.5,0.0,44.0,,
肉類,豬帶皮腹?肉,"帶皮五花肉,帶皮三層肉",14.5,33.9,13.5,0.0,0.0,62.0,,
肉類,豬腹?排,"腩排,肉排,小排",18.7,20.7,9.0,0.0,0.0,67.0,,
肉類,豬肝連,"肝連,隔胸肉,條仔肉(橫隔肌)",14.6,17.5,7.0,0.0,0.1,43.0,86.0,
肉類,豬頰肉,"豬舌肉,菊花肉",17.5,11.9,4.3,1.4,,65.0,,
肉類,豬頰肉(2022年取樣),"豬舌肉,菊花肉",18.9,8.4,2.4,2.1,0.1,67.0,69.0,
肉類,豬頸肉,松阪豬肉,17.2,23.3,8.4,0.8,0.2,43.0,,
肉類,豬絞肉平均值,,18.7,14.6,5.4,0.0,0.0,58.0,,
肉類,豬絞肉(70％瘦肉率),,19.0,15.2,5.6,0.0,0.0,56.0,,
肉類,豬絞肉(90％瘦肉率),,18.5,14.0,5.1,0.0,0.0,61.0,,
肉類,豬心,,13.6,7.8,3.0,1.0,,74.0,,
肉類,豬白管,"豬管庭(廷),皇管(豬之胸大動脈)",14.1,3.6,1.6,0.0,0.0,68.0,,
肉類,豬皮,,22.1,44.0,14.5,0.0,0.0,109.0,,
肉類,豬耳,,24.2,12.8,4.3,0.9,0.0,175.0,11.0,
肉類,豬舌,,18.5,11.8,4.3,0.0,,119.0,,
肉類,豬血,,6.3,0.3,0.1,0.5,0.0,179.0,,
肉類,豬尾,,16.2,25.0,8.7,7.1,,92.0,,
肉類,豬肝,,20.8,5.3,2.4,1.7,0.0,84.0,32.0,
肉類,豬肚,豬胃,12.4,11.0,4.6,0.0,,62.0,,
肉類,熟豬肚,豬胃,16.0,7.6,3.7,2.7,,30.0,,
肉類,豬油渣,,17.4,84.5,30.9,0.0,0.0,153.0,344.0,
肉類,豬骨湯平均值,高湯,0.9,0.4,0.2,0.0,,15.0,,
肉類,豬大骨湯,高湯,1.0,0.3,0.1,0.4,,23.0,,
肉類,豬肋骨湯,"高湯,小骨湯,籤仔骨湯,冰仔骨湯,支骨湯",0.7,0.6,0.3,0.0,,6.0,,
肉類,豬肩骨湯,高湯,1.1,0.4,0.1,0.2,,16.0,,
肉類,豬軟骨,,15.6,29.4,11.1,0.0,0.0,90.0,94.0,
肉類,豬腎,腰子,15.0,1.9,0.6,1.7,,102.0,,
肉類,豬脾臟,腰尺,15.0,1.6,0.3,2.0,,51.0,,
肉類,豬大腸,,6.6,18.9,9.9,1.9,,45.0,,
肉類,豬小腸,,12.5,11.4,7.2,0.6,,30.0,,
肉類,豬空腸,粉腸,10.9,15.4,8.3,8.6,0.1,84.0,,
肉類,豬前腳,"豬腳,豬蹄,短腳",21.9,17.6,5.5,0.0,,114.0,,
肉類,豬後腳,"豬腳,豬蹄,長腳",19.5,18.8,5.5,0.0,0.0,69.0,57.0,
肉類,豬蹄膀,"豬腳,蹄膀,圓蹄",17.1,28.6,10.6,0.0,,50.0,,
肉類,豬腳筋,"蹄筋,長筋",14.4,1.1,0.2,0.0,0.0,44.0,,
肉類,豬腦,,10.8,8.7,3.7,0.0,,120.0,,
肉類,土雞,"放山雞,走地雞",19.0,12.7,3.2,0.0,0.0,70.0,25.0,
肉類,肉雞,飼料雞,16.1,19.9,5.2,0.0,,44.0,,
肉類,烏骨雞,"竹絲雞,絲羽烏骨雞,武山雞,烏雞",17.9,15.1,4.2,0.9,0.0,42.0,57.0,
肉類,里肌肉平均值,,24.2,0.6,0.2,0.0,0.2,58.0,,
肉類,里肌肉(土雞),,24.8,0.6,0.2,0.0,0.2,72.0,,
肉類,里肌肉(肉雞),,23.7,0.6,0.2,0.0,,44.0,,
肉類,帶骨去皮對切胸(肉雞),,22.4,0.9,0.3,0.0,,49.0,,
肉類,帶骨帶皮對切胸(肉雞),,19.3,15.1,4.5,0.0,,47.0,,
肉類,去皮清肉平均值,,23.3,2.1,0.6,0.0,0.2,50.0,6.0,
肉類,去皮清肉(土雞),去皮雞胸肉,23.4,2.3,0.7,0.0,0.3,67.0,,
肉類,去皮清肉(肉雞),去皮雞胸肉,23.3,1.9,0.6,0.6,0.0,33.0,6.0,
肉類,骨腿平均值,,18.0,9.5,2.7,0.2,0.0,68.0,41.0,
肉類,骨腿(土雞),雞腿,21.7,4.1,1.2,0.0,0.0,52.0,,
肉類,骨腿(肉雞),雞腿,14.4,14.9,4.2,1.7,0.0,84.0,41.0,
肉類,清腿平均值,,18.5,8.7,2.5,0.0,,117.0,,
肉類,清腿(土雞),雞腿,20.4,6.1,1.7,0.0,,131.0,,
肉類,清腿(肉雞),雞腿,16.6,11.3,3.3,0.0,,103.0,,
肉類,棒棒腿平均值,,18.9,7.8,2.2,0.0,0.0,139.0,30.0,
肉類,棒棒腿(土雞),雞腿,21.0,5.9,1.6,0.0,,168.0,,
肉類,棒棒腿(肉雞),雞腿,16.8,9.7,2.9,0.3,0.0,109.0,30.0,
肉類,雞排平均值,,17.1,12.2,3.7,0.0,,86.0,,
肉類,雞排(土雞),,18.9,8.6,2.5,0.0,,97.0,,
肉類,雞排(肉雞),,15.3,15.8,5.0,0.0,,76.0,,
肉類,雞排(肉雞)(2021年取樣),,14.9,20.8,5.8,0.0,0.0,94.0,102.0,
肉類,去皮去骨雞腿(肉雞),,19.8,8.9,2.4,0.0,0.0,68.0,33.0,
肉類,二節翅平均值,,18.1,16.4,4.4,0.0,0.0,83.0,31.0,
肉類,二節翅(土雞),,19.8,15.9,4.1,0.0,,68.0,,
肉類,二節翅(肉雞),,16.4,17.0,4.8,0.6,0.0,98.0,31.0,
肉類,三節翅平均值,,18.3,14.6,4.1,0.0,,75.0,,
肉類,三節翅(土雞),,19.0,13.0,3.4,0.0,,66.0,,
肉類,三節翅(肉雞),,17.7,16.3,4.8,0.0,,85.0,,
肉類,翅腿(肉雞),小雞腿,17.8,14.8,4.0,1.0,,70.0,,
